,CompanyId,CompanySiteID,CompanyName,PostToWebsite,Visible,Researcher,Cohort,DateLastUpdated,RefreshSchedule,NextRefresh,RelevantParentCompany,RelevantSubsidiaryCompanies,AllAliases,FirstEightAliases,AllOtherAliases,CompanyWebsite,Majorcompanybrands,HeadquarterCountry,PublicOrPrivate,TickerSymbol,Sector,Industry,MarketCapitalizationDisclosed,MarketCapitalization,AnnualRevenueDisclosed,AnnualRevenue,FinancesCurrency,MarketCapitalizationInUsd,AnnualRevenueInUsd,FinancesCurrentAsOf,TwitterHandle,SustainabilityReporting,SustainabilityCommodityReporting,CommodityReportedon,SustainabilityReportingYear,AcknowledgeDeforestationIssue,AcknowlDeforestationwithCommod,CDP2015_voluntaryoffsetbuyer,PromiseFuturDeforestationCommit,CommodityTypeofFutureCommit,GeneralCommitment,SoyCommitment,PalmCommitment,TimberPulpCommitment,CattleCommitment,TotalCommitments,DormantCommPresent,NumberOfAssessments,NumberOfRelatedActivities,CreatedAt,ModifiedAt,VoluntaryOffsets,Researcher_Other,UpdatedNotes
2763,3300,179.0,PZ Cussons,Yes,yes,Philip,2016.0,3/8/2017,12 Month,3/8/2018,,"Seven Scent Limited, The Sanctuary Spa Holdings Limited, Milk Ventures UK Limited, Minerva SA, Harefield Industrial Nigeria Limited, Nutricima Limited, PZ Wilmar (Joint Venture)","Bliss, Carex, Charles Worthington, Coast, Cussonsbaby, Cussonsfirstyears, Fudge, Haier Thermocool, Horio, HPZ, Imperial Leather, Joy, Luksja, Mamador, Morning Fresh, Mum&me, Nunu, Nutricima, Olympic, Original Source, Radiant, Rafferty's Garden, Robb, Sanctuary Spa, St. Tropez, Ushindi, Venus, Yo!, Zip","Bliss,  Carex,  Charles Worthington,  Coast,  Cussonsbaby,  Cussonsfirstyears,  Fudge,  Haier Thermocool"," Horio,  HPZ,  Imperial Leather,  Joy,  Luksja,  Mamador,  Morning Fresh,  Mum&me,  Nunu,  Nutricima,  Olympic,  Original Source,  Radiant,  Rafferty's Garden,  Robb,  Sanctuary Spa,  St. Tropez,  Ushindi,  Venus,  Yo!,  Zip",www.pzcussons.com,,United Kingdom,Publicly traded,UK: PZC,Housewares,Consumer Goods,,1370000000.0,,821100000.0,GBP,1973152090.0,1182595022.7,3/8/2017,,,,,,,,,,,,No,Yes,No,No,1.0,,3.0,3.0,,2/13/2019 5:22:08 PM,,,
2769,3306,,QL Resources Berhad,,,,,,-,,,,,,,QL Resources Berhad,,Malaysia,Publicly traded,,,,,,,,,,,8/9/2017,,,,,,,,,,,,,,,,0.0,,3.0,1.0,,1/26/2019 2:14:52 AM,,,
2786,3566,,Sealed Air,"No commitment, has exposure",,Philip,,9/5/2018,12 Month,10/21/2017,,"Diversey, Inc",Cryovac,Cryovac,,www.sealedair.com,,United States,Publicly traded,NYSE: SEE,Containers/Packaging,Industrial Goods,,8570000000.0,,7030000000.0,USD,8570000000.0,7030000000.0,10/21/2016,Sealed_Air,,,,,,,,,,,No,No,No,No,0.0,,0.0,2.0,,2/13/2019 5:22:08 PM,,,
2790,3728,1951.0,Softbank Group Corp.,yes,yes,Laura,2016.0,9/10/2018,12 Month,4/24/2018,,"Sprint Communications, Sprint Corporation, Yahoo Japan, Ymobile corporation, Brightstar Corp., ARM Holdings",,,,www.softbanktelecom.co.jp,,Japan,Public,Tokyo: 9984,Wireless Telecommunications Services,Telecommunication Services,,12010000000000.0,,9160000000000.0,JPY,75089300000.0,77198550.0,2018,SoftBank,,,,,,,,,,,No,No,Yes,No,1.0,,0.0,2.0,,1/26/2019 2:15:04 AM,,,"revenue, public/private, ticker, market cap, finance year"
2828,4197,2354.0,Verso Corporation,Yes,yes,Philip,2017.0,4/20/2017,12 Month,4/20/2018,,NewPage,,,,www.versoco.com,,United States,Publicly traded,NYSE: VRS,Paper/Pulp,Basic Materials/Resources,,191210000.0,,2640000000.0,USD,191210000.0,2640000000.0,4/20/2017,versopapercorp,,,,,,,,,,,No,No,Yes,No,1.0,,0.0,0.0,,1/26/2019 2:15:04 AM,,,
2831,4200,2766.0,VF Corporation,Yes,Yes,Philip,2018.0,3/19/2018,9 Month,12/19/2018,,"Timberland, Nautica, Vans, Wrangler, TBL, The North Face, Smartwool, South Cone, R&R Apparel, Jansport, Eagle Creek, Imagewear, Jeanswear Ventures, Kipling, Seven for all mankind",,,,www.vfc.com,,United States,Publicly traded,NYSE: VFC,Clothing,Consumer Goods,,29160000000.0,,12450000000.0,USD,29160000000.0,12450000000.0,3/15/2018,VFCorp,,,,,,,,,,,No,No,Yes,Yes,3.0,,3.0,5.0,,1/26/2019 2:15:04 AM,,,
2839,4424,,Test Company,,,Other,2018.0,8/16/2018,,,,,,,,,,Ireland,Public,,Air Freight,Agriculture,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,8/16/2018 9:02:50 PM,1/26/2019 2:15:04 AM,,,
2842,4428,,Amazon,No,No,An,,8/28/2018,,,,"Zappos, Whole Foods Market",,,,amazon.com,,United States,Public,AMZN,Internet/Online,Consumer Goods,,930620000000.0,,177860000000.0,USD - US Dollar,,,07/26/2018,amazon,,,,,,,,,,,,,,,,,,,8/28/2018 2:25:16 PM,1/26/2019 2:15:04 AM,,,market cap
2843,2409,2412.0,Lenzing,Yes,yes,Luke,2017.0,10/19/2018,9 Month,7/31/2017,Lenzing Group,,Lenzing A G,Lenzing A G,,www.lenzing.com,,Austria,Publicly traded,LNZ,Specialty Chemicals,Basic Materials/Resources,,2180000000.0,,2260000000.0,EUR,3464119890.0,2150143380.0,10/17/2018,LenzingAG,,,,,,,,,,,No,No,Yes,No,1.0,,2.0,1.0,,2/13/2019 5:22:08 PM,,,"Market cap, annual revenue, finance year, twitter handle"
2847,2561,2033.0,Marubeni,yes,yes,Philip,2016.0,10/1/2018,6 Month,10/27/2017,,"WA Plantation Resources, Helena Chemical Company, Koa Kogyo (80%), Marubeni Pulp & Paper, Rangers Valley Cattle Station, Terminal Maritimo","S Foods, Wellfam Foods Corporation","S Foods,  Wellfam Foods Corporation",,www.marubeni.com,,Japan,Publicly traded,Tokyo: 8002,Wholesalers,Retail/Wholesale,,1150000000000.0,,7300000000000.0,JPY,9702550000.0,61590100000.0,4/27/2017,,,,,,,,,,,,No,No,Yes,No,1.0,,2.0,4.0,,2/13/2019 5:22:08 PM,,,
2858,2712,2651.0,Mulberry Company (Design),Yes,yes,Philip,2017.0,11/30/2016,12 Month,11/30/2017,,,,,,www.mulberry.com,,United Kingdom,Publicly traded,London: MUL,Clothing,Retail/Wholesale,,668970000.0,,155870000.0,GBP,963488725.29,224492858.59,11/30/2016,MulberryEngland,,,,,,,,,,,No,No,Yes,No,1.0,,0.0,1.0,,1/26/2019 2:14:46 AM,,,
2878,2893,2254.0,Obrascon Huarte Lain (OHL),Yes,yes,An,2017.0,12/27/2018,9 Month,1/10/2018,,,,,,www.ohl.es/en,,Spain,Publicly traded,OHL:ES,Construction,Real Estate/Construction,,200580000.0,,3220000000.0,EUR,1455147540.0,4191693660.0,11/14/2018,,,,,,,,,,,,No,No,Yes,No,1.0,,2.0,2.0,,1/26/2019 2:14:40 AM,,,"ticker, market cap, annual rev"
2884,2899,169.0,Office Depot,Yes,yes,Philip,2016.0,1/21/2018,9 Month,10/21/2018,,"OfficeMax, Grand & Toy, Viking Direct, Office Depot UK (GFTN Member)","Ativa, Di VOGA, Foray, Realspace, TUL","Ativa,  Di VOGA,  Foray,  Realspace,  TUL",,www.officedepot.com,,United States,Publicly traded,Nasdaq: ODP,Consumer Discretionary,Retail/Wholesale,,1832000000.0,,11021000000.0,USD,1832000000.0,11021000000.0,1/21/2018,officedepot,,,,,,,,,,,No,No,Yes,No,1.0,,4.0,1.25,,2/13/2019 5:22:08 PM,Yes,,
2886,3140,,Premium Fats,No - profiled under parent,,Jonathan,,5/12/2017,12 Month,5/12/2018,"Premium Nutrients, Goodhope Asia Holdings, Carson Cumberbatch",,,,,www.premiumveg.com,,Malaysia,Publicly traded,Subsidiary,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.5,,1/26/2019 2:14:40 AM,,,
2888,3142,,Premium Vegetable Oils,No - profiled under parent,,Jonathan,,5/12/2017,12 Month,5/12/2018,"Premium Nutrients, Goodhope Asia Holdings, Carson Cumberbatch",,,,,www.premiumveg.com,,Malaysia,Publicly traded,Subsidiary,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.5,,1/26/2019 2:14:40 AM,,,
2899,3285,,PTT PLC,No - profiled under other name,,Traci,,6/16/2015,-,,,,,,,www.pttplc.com,,Thailand,Publicly traded,TH: PTT,Exploration & Production,Oil & Gas,,971140000000.0,,,THB,26890866600.0,0.0,6/16/2015,,,,,,,,,,,,No,No,,,0.0,,0.0,1.0,,1/26/2019 2:15:04 AM,,,
2905,3291,2397.0,Puma,Yes,yes,An,2017.0,12/20/2018,9 Month,6/18/2018,Kering,Cobra Golf,"Dobotex, Puma Group, Puma S E","Dobotex,  Puma Group,  Puma S E",,www.puma.com,,Germany,Publicly traded,XE: PUM,Footwear,Consumer Goods,,6300000000.0,,4140000000.0,EUR,5407936380.0,3941929530.0,10/25/2018,PUMAGroup,,,,,,,,,,,No,No,Yes,Yes,3.0,,0.0,4.0,,2/13/2019 5:22:08 PM,Yes,,"market cap, annual rev"
2919,3486,,Sampoerna Agro,,,,,,-,,Sampoerna Strategic Group,National Sago Prima,,,,PT Sampoerna Agro,,Indonesia,Publicly traded,,,,,,,2900000000000.0,IDR,0.0,208800000.0,8/9/2017,,,,,,,,,,,,,,,,0.0,,5.0,1.0,,1/26/2019 2:15:04 AM,,,
2927,3690,2847.0,SLC Agr\EDcola,Yes,Yes,Philip,2018.0,5/19/2017,Predictable,Predictable,Grupo SLC,"SLC LandCo, SLC-MIT, Fazenda Operada pela Joint Venture, SLC-Roncador Fazenda Pioneira (Joint Venture)",,,,www.slcagricola.com.br,,Brazil,Publicly traded,,Farming,Agriculture,,2030000000.0,,1620000000.0,,,,5/19/2017,,,,,,,,,,,,Yes,No,No,No,1.0,,3.0,2.0,,1/26/2019 2:15:04 AM,,,
2946,3910,,Taisei Corporation,"No commitment, has exposure",,Jonathan,,9/14/2016,12 Month,9/14/2017,,,,,,www.taisei.co.jp/english,,Japan,Publicly traded,Tokyo: 1801,Construction,Real Estate/Construction,,915930000000.0,,1550000000000.0,JPY,7727701410.0,13077350000.0,9/14/2016,,,,,,,,,,,,No,No,No,No,0.0,,3.0,1.0,,1/26/2019 2:15:04 AM,,,
2953,4123,2613.0,Unilever,Yes,Yes,Philip,2016.0,9/12/2018,6 Month,10/24/2018,,"Hindustan Unilever Limited, Unilever Supply Chain Company AG, Unilever NV, PT Unilever Indonesia Tbk","Axe, Benand Jerry's, Comfort, Dove, Flora, Knorr, Lifebuoy, Lipton, Lux, OMO, Ponds, Popsicle, Rexona, Simple, Slimfast, Sunsilk, Unilever Group, Vaseline","Axe,  Benand Jerry's,  Comfort,  Dove,  Flora,  Knorr,  Lifebuoy,  Lipton"," Lux,  OMO,  Ponds,  Popsicle,  Rexona,  Simple,  Slimfast,  Sunsilk,  Unilever Group,  Vaseline",www.unilever.com,,United Kingdom,Publicly traded,NYSE: UN,Food Products,Consumer Goods,,95280000000.0,,53720000000.0,EUR,103467505680.0,58336213320.0,4/22/2018,Unilever,,,,,,,,,,,Yes,Yes,Yes,Yes,6.0,,27.0,18.0,,2/13/2019 5:22:08 PM,,,
2954,4124,,Unilever NV,No - profiled under other name,,Philip,,10/26/2016,-,,Unilever Plc,Unilever Supply Chain AG,,,,www.unilever.nl,,Netherlands,Publicly traded,NYSE: UN,Food Products,Consumer Goods,,728800000000.0,,53270000000.0,USD,728800000000.0,53270000000.0,10/26/2016,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,1/26/2019 2:15:04 AM,,,
2960,4130,2765.0,Uni-President Enterprises,Yes,yes,Philip,2017.0,11/29/2016,9 Month,8/29/2017,,,,,,www.uni-president.com.tw,,Taiwan,Publicly traded,Taiwan: 1216,Food Products,Consumer Goods,,314220000000.0,,416150000000.0,TWD,9400833960.0,12450375700.0,11/29/2016,,,,,,,,,,,,No,No,Yes,No,1.0,,2.0,1.0,,1/26/2019 2:15:04 AM,,,
2965,4348,,X5 Retail Group,"No commitment, has exposure",,Jonathan,,3/26/2018,12 Month,3/26/2019,,,,,,www.x5.ru,,Russia,Publicly traded,IOB: FIVE,Food Retailers & Wholesalers,Business/Consumer Services,,4530000000.0,No,,USD,4530000000.0,,7/8/2016,,,,,,,,,,,,No,No,No,No,0.0,,2.0,0.0,,1/26/2019 2:14:58 AM,,,
2976,2827,166.0,Nike,Yes,yes,Luke,2016.0,9/30/2018,9 Month,6/18/2018,,"Hurley, Converse",,,,www.nike.com,,United States,Publicly traded,NYSE: NKE,Footwear,Consumer Goods,,136360000000.0,,36360000000.0,USD,88510000000.0,34250000000.0,9/20/2018,Nike,,,,,,,,,,,No,No,No,Yes,1.0,,4.0,3.0,,1/26/2019 2:14:46 AM,,,"Market cap, annual revenue, finance year"
2988,3000,,Paltac,"No commitment, has exposure",,Philip,,9/5/2018,12 Month,6/13/2018,,,,,,www.paltac.co.jp/index.html,,Japan,Publicly traded,Tokyo: 8283,Personal Care Products/Appliances,Consumer Goods,,244050000000.0,,922100000000.0,JPY,2059049850.0,7779757700.0,6/13/2017,,,,,,,,,,,,No,No,No,No,0.0,,0.0,1.0,,1/26/2019 2:14:52 AM,,,
3018,3594,2658.0,Seven & I Holdings Co.,Yes,yes,Philip,2016.0,10/21/2016,12 Month,10/21/2017,,Barneys Japan,"7-Eleven, Denny's, Ito Yokado, Loft","7-Eleven,  Denny's,  Ito Yokado,  Loft",,www.7andi.com/en/,,Japan,Publicly traded,Tokyo: 3382,Mixed Retailing,Retail/Wholesale,,4020000000000.0,,6050000000.0,JPY,33916740000.0,51043850.0,10/21/2016,7eleven,,,,,,,,,,,No,No,Yes,No,1.0,,2.0,0.0,,2/13/2019 5:22:08 PM,,,
3025,3601,,SGS,No exposure,,Jonathan,,11/30/2016,-,,,,,,,www.sgs.com,,Switzerland,Publicly traded,SIX: SGSN,,Business/Consumer Services,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,4.0,,2/12/2019 4:40:47 PM,Yes,,
3032,3789,211.0,Staples,Yes,yes,Philip,2016.0,8/29/2017,9 Month,5/29/2018,,Mondoffice,Quill,Quill,,www.staples.com,,United States,Publicly traded,Nasdaq: SPLS,Specialty Retail,Retail/Wholesale,,6710000000.0,,18250000000.0,USD,6710000000.0,18250000000.0,8/29/2017,Staples,,,,,,,,,,,No,No,Yes,No,1.0,,4.0,2.0,,2/13/2019 5:22:08 PM,,,
3034,3791,1953.0,Starbucks Coffee Company,yes,yes,Luke,2016.0,9/30/2018,9 Month,12/7/2017,,"Ethos water, Evolution Fresh, Hear Music, La Boulange Bakery, Seattle's Best Coffee, Tazo, Teavana, Torrefazione Italia",,,,www.starbucks.com,,United States,Publicly traded,Nasdaq: SBUX,Restaurants & Bars,Leisure Products,,76680000000.0,,22380000000.0,USD,82610000000.0,21310000000.0,9/30/2018,Starbucks,,,,,,,,,,,No,Yes,No,No,1.0,,7.0,4.0,,1/26/2019 2:15:04 AM,,,"Market cap, annual revenue, finance year"
3045,3802,2398.0,Stella McCartney,Yes,yes,Philip,2017.0,6/15/2017,9 Month,3/15/2018,Kering,,,,,www.stellamccartney.com,,United Kingdom,Publicly traded,Subsidiary,Clothing,Apparel and Textile Goods,No,,No,,GBP,,,6/15/2017,StellaMcCartney,,,,,,,,,,,No,No,Yes,Yes,3.0,,0.0,1.5,,1/26/2019 2:15:04 AM,,,
3056,4037,223.0,Toppan Printing Co.,Yes,yes,Laura,2016.0,12/28/2018,9 Month,8/1/2017,,,,,,www.toppan.co.jp,,Japan,Publicly traded,JP: 7911,Printing,Media/Entertainment,,561980000000.0,,1450000000000.0,JPY,5830135740.0,12402390000.0,12/28/2018,ToppanPrinting,,,,,,,,,,,No,No,Yes,no,1.0,,3.0,2.0,,1/26/2019 2:15:04 AM,,,"market capitalization, annual revenue, finance year"
3066,4278,,Wesfarmers,No - profiled under subsidiary,no,Jonathan,,6/26/2017,12 Month,6/26/2018,,"Coles Supermarkets, Officeworks, Bunnings, Harris Technology, Kmart, Target Australia, Crombie Lockwood (NZ), Blackwoods, Protector Alsafe, Bakers, Total Fasteners, Bullivants, CSBP, PB Workwear, Coregas, Pick 'n Pay Hypermarket",,,,www.wesfarmers.com.au,,Australia,Publicly traded,AU: WES,Home Goods Retail,Retail/Wholesale,,46170000000.0,,65850000000.0,AUD,32428330560.0,46250932800.0,6/26/2017,wesfarmers,,,,,,,,,,,No,No,No,No,0.0,,5.0,2.25,,1/26/2019 2:15:04 AM,,,
3074,4286,,Westpac,No exposure,,,,7/22/2015,-,,,,,,,www.westpac.com.au,,Australia,Publicly traded,AU: WBC,Banks,Financials,,38630000000.0,,,AUD,27132475840.0,0.0,7/22/2015,,,,,,,,,,,,,,,,0.0,,0.0,4.0,,2/12/2019 4:40:47 PM,Yes,,
3075,4287,1958.0,WestRock,Yes,yes,Laura,2016.0,11/5/2018,6 Month,2/24/2018,,"RockTenn, MeadWestvaco (MWV)",,,,www.westrock.com,,United States,Publicly traded,WRK,Containers/Packaging,Industrial Goods,,11400000000.0,,14860000000.0,USD,13870000000.0,14170000000.0,11/05/2018,WestRock,,,,,,,,,,,No,No,Yes,No,1.0,,2.0,2.0,,1/26/2019 2:15:04 AM,,,"market capitalization, annual revenue, finance year"
3080,4477,,Multifood,"No commitment, has exposure",,Ciro,,8/6/2018,,,,,,,,http://www.multifoods.com.br/,,Brazil,Publicly traded,,Food Retailers & Wholesalers,Consumer Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/26/2019 2:14:58 AM,,,
3101,317,,Argos,"Profile removed, has exposure",yes,Jonathan,2018.0,4/25/2017,12 Month,4/25/2018,"Home Retail Group, J Sainsbury",,Sainsbury's Agros,Sainsbury's Agros,,http://www.argos.co.uk/,,United Kingdom,Publicly traded,Subsidiary,Food Retailers & Wholesalers,Retail/Wholesale,Subsidiary,,,4282000000.0,GBP,,6167180474.0,1/1/2010,Argos_Online,,,,,,,,,,,No,No,Former,No,0.0,,1.0,2.0,,2/13/2019 5:22:08 PM,,,
3120,543,28.0,BillerudKorsn\E4s,Yes,yes,Jonathan,2016.0,10/17/2018,6 Month,2/23/2018,,,,,,www.billerud.com,,Sweden,Publicly traded,SE: BILL,Containers/Packaging,Industrial Goods,,26420000000.0,,21710000000.0,SEK,3091034320.0,2539983160.0,8/23/2017,BillerudKorsnas,,,,,,,,,,,No,No,Yes,No,1.0,,2.0,3.0,,1/26/2019 2:14:40 AM,,,
3124,547,2559.0,Bio Inti Agrindo,Yes,Yes,An,2018.0,12/18/2018,6 Month,11/30/2017,Daewoo International Corporation,,,,,www.ptbia.co.id,,Indonesia,Publicly traded,Subsidiary,Farming,Agriculture,Subsidiary,,,,KRW - South Korean Won,,,,,,,,,,,,,,,No,Yes,No,No,1.0,,0.0,0.0,,1/26/2019 2:14:40 AM,,,currency
3132,705,38.0,Campbell's,Yes,yes,Jonathan,2016.0,9/11/2018,9 Month,12/19/2018,,"Snack Food Limited, Arnott's Biscuits, Pepperidge Farm, Kelsen","Arnott's, Bolthouse Farms, Campbell's, Erasco, Liebig, Pepperidge Farm, Royco, Stock Pot","Arnott's,  Bolthouse Farms,  Campbell's,  Erasco,  Liebig,  Pepperidge Farm,  Royco,  Stock Pot",,www.campbellsoupcompany.com,,United States,Publicly traded,NYSE: CPB,Food Products,Consumer Goods,,13100000000.0,,7890000000.0,USD,13100000000.0,7890000000.0,3/19/2018,CampbellSoupCo,,,,,,,,,,,No,Yes,No,No,2.0,,9.0,5.0,,2/13/2019 5:22:08 PM,,,
3142,715,,CAPGEMINI,No exposure,,Philip,,3/21/2016,-,,,,,,,www.capgemini.com,,France,Publicly traded,,Computers/Consumer Electronics,Business/Consumer Services,,13630000000.0,,11920000000.0,EUR,14801239530.0,12944297520.0,3/21/2016,CapgeminiNL,,,,,,,,,,,,,,,0.0,,0.0,1.0,,2/12/2019 4:40:47 PM,Yes,,
3164,1124,2395.0,Deutsche Post DHL Group,Yes,Yes,Philip,2016.0,10/10/2018,6 Month,12/25/2017,,DHL,,,,http://www.dpdhl.com/en.html,,Germany,Publicly traded,Xetra: DPW,Air Freight,Transportation/Logistics,,39440000000.0,,57330000000.0,EUR,42829118640.0,62256424230.0,6/25/2017,DeutschePostDHL,,,,,,,,,,,No,No,Yes,No,1.0,,2.0,1.0,,2/12/2019 4:40:47 PM,Yes,,
3170,1130,,Dharma Satya Nusantara,,,,,,-,,,,,,,PT. DHARMA SATYA NUSANTARA,,Indonesia,Publicly traded,DSNG:IJ,,,,,,3100000000000.0,IDR,0.0,223200000.0,,,,,,,,,,,,,,,,,0.0,,1.0,1.0,,1/26/2019 2:14:40 AM,,,
3171,1131,,DHL,No - profiled under parent,,Philip,,6/25/2017,12 Month,6/25/2018,Deutsche Post DHL Group,,,,,www.dhl.com/en.html,,Germany,Publicly traded,Subsidy,Transportation Services,Transportation/Logistics,No,,No,,EUR,,,,DHLPaket,,,,,,,,,,,No,No,No,No,0.0,,0.0,0.0,,1/26/2019 2:14:40 AM,,,
3172,1132,640.0,Diageo,yes,yes,Jonathan,2016.0,9/26/2018,9 Month,11/28/2018,,,"Baileys, Bell's, Black & White, Buchanan's, Caol Ila, Cardhu, Ciroc, Clynelish, Cragganmore, Crown Royal, Dalwhinnie, Don Julio, Glen Elgin, Glen Ord, Glenkinchie, Gordon's, Guinness, Haig, Harp Lager, Johnnie Walker, Justerini & Brooks (J & B), Kaliber, Ketel One, Kilkenny, Knockando, Lagavulin, Logan, Oban, Pimm's, Popov, Red Stripe, Royal Lochnagar, Silent Sam, Singleton, Smirnoff, Smithwick's, Talisker, Tanqueray, The Dimple Pinch, Tusker, Vat69, White Horse","Baileys,  Bell's,  Black & White,  Buchanan's,  Caol Ila,  Cardhu,  Ciroc,  Clynelish"," Cragganmore,  Crown Royal,  Dalwhinnie,  Don Julio,  Glen Elgin,  Glen Ord,  Glenkinchie,  Gordon's,  Guinness,  Haig,  Harp Lager,  Johnnie Walker,  Justerini & Brooks (J & B),  Kaliber,  Ketel One,  Kilkenny,  Knockando,  Lagavulin,  Logan,  Oban,  Pimm's,  Popov,  Red Stripe,  Royal Lochnagar,  Silent Sam,  Singleton,  Smirnoff,  Smithwick's,  Talisker,  Tanqueray,  The Dimple Pinch,  Tusker,  Vat69,  White Horse",www.diageo.com,,United Kingdom,Publicly traded,UK: DGE,Alcoholic Beverages/Drinks,Consumer Goods,,60980000000.0,,12050000000.0,GBP,87826871860.0,17355096850.0,2/28/2018,Diageo_news,,,,,,,,,,,No,No,Yes,No,2.0,,0.0,3.0,,2/13/2019 5:22:08 PM,,,
3184,1421,1913.0,Feronia,yes,yes,Laura,2016.0,10/29/2018,6 Month,9/30/2017,,Plantations et Huileries du Congo S.A (76%),,,,www.feronia.com,,Canada,Publicly traded,TSX Venture: FRN,Farming,Agriculture,,116950000.0,,27400000.0,CAD,53824023.17,9865034.51,2017,FeroniaInc,,,,,,,,,,,No,Yes,No,No,1.0,,1.0,0.0,,1/26/2019 2:14:34 AM,,,"fy, market cap, revenue"
3187,1645,,Godrej Consumer Products,"No commitment, has exposure",,Jonathan,2017.0,4/24/2017,12 Month,4/24/2018,Godrej Group,"Godrej Household Products, Godrej Hershey,
",,,,www.godrejcp.com,,India,Publicly traded,Bombay: 532424,Personal Care Products/Appliances,Consumer Goods,,571340000000.0,,89560000000.0,INR,8488969720.0,1330682480.0,4/24/2017,,,,,,,,,,,,no,Former,no,no,0.0,,0.0,0.0,,1/26/2019 2:14:52 AM,,,
3188,1646,,Godrej Group,No - profiled under subsidiary,yes,Jonathan,2017.0,4/24/2017,12 Month,4/24/2018,,"Godrej Properties, Godrej Consumer Products, Godrej Household Products, Godrej Hershey, Godrej Agrovet, Nature's Basket","Godrej & Boyce, Nature's Basket","Godrej & Boyce,  Nature's Basket",,www.godrej.com,,India,Publicly traded,Subsidiaries,Food Products,Consumer Goods,,746550000000.0,,195060000000.0,INR,11092239900.0,2898201480.0,4/24/2017,GodrejGroup,,,,,,,,,,,No,Former,No,No,0.0,,6.0,0.25,,2/13/2019 5:22:08 PM,,,
3189,1647,2932.0,Godrej Industries,Yes,yes,Jonathan,2016.0,4/24/2017,Predictable,Predictable,Godrej Group,"Godrej Agrovet, Godrej International Limited",,,,www.godrejinds.com,,India,Publicly traded,Bombay: 500164,Food Products,Consumer Goods,,175210000000.0,,105500000000.0,INR,2603270180.0,1567519000.0,4/24/2017,,,,,,,,,,,,no,Yes,no,no,1.0,,2.0,1.0,,1/26/2019 2:14:52 AM,,,
3190,1648,86.0,Golden Agri-Resources,Yes,yes,An,2016.0,12/28/2018,6 Month,7/21/2018,"Sinar Mas Group, Flambo International","Sinar Mas Agro Resources and Technology (SMART), Florentina International, Kartika Prima Cia, Aditunggal Mahajaya, Agrokarya Primalestari, Agrolestari Mandiri, Agrolestari Sentosa,  Bangun Nusa Mandiri,  Binasawit Abadipratama,  Buana Adhitama,  Buana Artha Sejahtera, Buana Wiralestari Mas, Bumi Sawit Permai,  Bumipalma Lestaripersada,  Bumipermai Lestari,  Cahayanusa Gemilang,  Dami Mas Sejahtera,  Djuandasawit Lestari,  Forestalestari Dwikarya,  Ivo Mas Tunggal (RSPO Member),  Kartika Prima Cia,  Kencana Graha Permai,  Kresna Duta Agroindo,  Maskapai Perkebunan Leidong West Indonesia,  Meganusa Intisawit,  Mitrakarya Agroindo,  Paramitra Internusa Pratama,  Persada Graha Mandiri,  Purimas Sasmita,  Ramajaya Pramukti,  Satya Kisma Usaha,  Sawit Mas Sejahtera,  Sawitakarya Manunggul,  Sinar Kencana Inti Perkasa,  SOCI Mas, Sumber Indahperkasa,  Tapian Nadenggan, Shining Gold Foodstuffs (Ningbo) Co, Shining Gold Oilseed, Crushing (Ningbo) Co., Sinarmas Natural Resources Foodstuff Technology (Tianjin) Co, Zhuhai Shining Gold Oil and Fats Industry Co.","bissOil, Delicio, GAR, Good Fry, I-Soc, Kunei Mas, Mitra, Palmboom, Palmvita, Pusaka, Red Rose, S M A R T Baker","bissOil,  Delicio,  GAR,  Good Fry,  I-Soc,  Kunei Mas,  Mitra,  Palmboom"," Palmvita,  Pusaka,  Red Rose,  S M A R T Baker",www.goldenagri.com.sg,,Singapore,Publicly traded,SG: E5H,Farming,Agriculture,,3020000000.0,,10360000000.0,USD,5010000000.0,9950000000.0,11/13/2018,GAR_SinarMas,,,,,,,,,,,No,Yes,No,No,3.0,,10.0,8.5,,2/13/2019 5:22:08 PM,,,"market cap, annual rev"
3200,1853,,Heineken International,"No commitment, has exposure",,Ciro,,8/10/2018,12 Month,7/29/2018,,,"Amstel, Heineken","Amstel,  Heineken",,www.theheinekencompany.com,,Netherlands,Public,Private,Alcoholic Beverages/Drinks,Consumer Goods,,50890000000.0,,20790000000.0,EUR,55263028590.0,22576505490.0,7/29/2017,Heinekencorp,,,,,,,,,,,No,No,Potential,No,0.0,,2.0,4.0,,2/13/2019 5:22:08 PM,,,"Country, Revenue"
3211,2044,,INGLES MARKETS,"No commitment, has exposure",,Philip,,9/14/2016,12 Month,9/14/2017,,,,,,www.ingles-markets.com,,United States,Publicly traded,Nasdaq: IMKTA,Farming,Agriculture,,760270000.0,,3780000000.0,USD,760270000.0,3780000000.0,9/14/2016,InglesAdvantage,,,,,,,,,,,,,,,0.0,,0.0,0.0,,1/26/2019 2:14:52 AM,,,
