"CompanyId","CompanySiteID","CompanyName","PostToWebsite","Visible","Researcher","Cohort","DateLastUpdated","RefreshSchedule","NextRefresh","RelevantParentCompany","RelevantSubsidiaryCompanies","AllAliases","FirstEightAliases","AllOtherAliases","CompanyWebsite","Majorcompanybrands","HeadquarterCountry","PublicOrPrivate","TickerSymbol","Sector","Industry","MarketCapitalizationDisclosed","MarketCapitalization","AnnualRevenueDisclosed","AnnualRevenue","FinancesCurrency","MarketCapitalizationInUsd","AnnualRevenueInUsd","FinancesCurrentAsOf","TwitterHandle","SustainabilityReporting","SustainabilityCommodityReporting","CommodityReportedon","SustainabilityReportingYear","AcknowledgeDeforestationIssue","AcknowlDeforestationwithCommod","CDP2015_voluntaryoffsetbuyer","PromiseFuturDeforestationCommit","CommodityTypeofFutureCommit","GeneralCommitment","SoyCommitment","PalmCommitment","TimberPulpCommitment","CattleCommitment","TotalCommitments","DormantCommPresent","NumberOfAssessments","NumberOfRelatedActivities","CreatedAt","ModifiedAt","VoluntaryOffsets","Researcher_Other","UpdatedNotes"
"3847","2102","Sun Products Corporation","Yes","Yes","Jonathan","2016","9/29/2016","12 Month","9/29/2017","","","Cuddlesoft, Snuggle, Sunlight, Surf, Wisk","Cuddlesoft,  Snuggle,  Sunlight,  Surf,  Wisk","","www.sunproductscorp.com","","United States","Private","Private","Consumer Staples","Consumer Goods","No","","","1600000000.0000","USD","","1600000000","4/11/2015","SunProductsCorp","","","","","","","","","","","No","Yes","No","No","1","","0","1","","2/13/2019 5:22:08 PM","","",""
"3848","","Sun Valley Foods","No commitment, has exposure","","Jonathan","","4/10/2018","12 Month","4/10/2019","Cargill","","","","","www.sunvalleyfoods.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","6.5","","1/26/2019 2:15:04 AM","","",""
"3849","","Sun Wood Industries Public Company Ltd.","","","","","","-","","","","","","","www.sunwoodgroup.com","","THAILAND","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:15:04 AM","","",""
"3850","","Sunchem Holding","","","","","","-","","","","","","","http://www.sunchem.it/societa-2/?lang=en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3851","","SunOpta","","","Jen","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","1","1","","1/26/2019 2:15:04 AM","","",""
"3852","","Sunrich Manufacturing Corporation","","","","","","-","","","","","","","Sunrich Manufacturing Corporation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"4074","","TRIPLE NINE SOLUTION CO., LTD,","","","","","","-","","","","","","","TRIPLE NINE SOLUTION CO., LTD,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"4075","","Triputra Agro Persada","Notes included","","Philip","","7/7/2016","-","","Triputra Group","","","","","","","Indonesia","Private","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","6","0","","1/26/2019 2:14:52 AM","","",""
"4076","","Triputra Agro Persada Group","","","","","","-","","","","","","","PT Triputra Agro Persada","","Indonesia","Private","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","3","2","","1/26/2019 2:14:52 AM","","",""
"4077","2605","Triskalia","Yes","Yes","Philip","2018","7/24/2017","12 Month","7/24/2018","Even Group","Nutr\E9a, Moulin d'Hy\E8res, V\E9tagri, Min\E9ral 152, Alpifeed, Cobrena Achats","Cultivert, Les Jardinsdu Leguer, Magasin Vert, Mamie Nova, Paysan Breton, Point Vert, Princede Bretagne, Regilait, Ronsard, Socopa","Cultivert,  Les Jardinsdu Leguer,  Magasin Vert,  Mamie Nova,  Paysan Breton,  Point Vert,  Princede Bretagne,  Regilait"," Ronsard,  Socopa","www.triskalia.fr","","France","Private","Private","Farming","Consumer Goods","No","","","1900000000.0000","EUR","","2063268900","7/24/2017","TriskaliaCoop","","","","","","","","","","","No","Yes","No","No","1","","1","0","","2/13/2019 5:22:08 PM","","",""
"4078","","Tristar Global Sdn Bhd","","","","","","-","","","","","","","Tristar Global Sdn Bhd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"4079","","Triton Logging Inc.","","","","","","-","","","","","","","www.tritonlogging.com","","CANADA","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"4080","","TRIVENI OIL INDUSTRIES","","","","","","-","","","","","","","TRIVENI OIL INDUSTRIES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"4081","","Trolli GmbH","","","","","","-","","","","","","","Trolli GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"4082","","TROPICAL OIL PRODUCTS PTE LTD","","","","","","-","","","","","","","TROPICAL OIL PRODUCTS PTE LTD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"4083","","Trout Mountain Forestry","","","","","","-","","","","","","","www.troutmountain.com","","UNITED STATES","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"4084","","Truekem","","","","","","-","","","","","","","http://www.truekem.com","","India","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","1","","1/26/2019 2:14:52 AM","","",""
"4085","","Truffaut","No commitment, has exposure","","Philip","","6/28/2017","12 Month","6/28/2018","","","","","","www.truffaut.com","","France","Private","Private","Home Goods Retail","Retail/Wholesale","No","","No","","","","","3/4/2016","Truffaut","","","","","","","","","","","no","no","no","no","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"4086","","Trumpler GmbH and Co. KG","","","","","","-","","","","","","","www.trumpler.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"4087","","Truong Thanh","","","","","","-","","","","","","","","","Vietnam","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"4088","","TSH Resources Berhad","","","","","","-","","","","","","","","","Malaysia","Publicly traded","","","","","","","","","","","8/9/2017","","","","","","","","","","","","","","","","0","","3","1","","1/26/2019 2:14:52 AM","","",""
"4089","","Tsuruha Holdings","No commitment, has exposure","","Philip","","8/17/2018","12 Month","6/30/2018","","TSURUHA CO., LTD., Kusurinofukutaro Co., LTD., Wellness CO., LTD., HEARTY WANTS CO.,LTD., Tsuruha e-commerce CO., LTD.","","","","www.tsuruha-hd.co.jp","","Japan","Publicly traded","Tokyo: 3391","Drug Retailers","Retail/Wholesale","","594200000000.0000","","577090000000.0000","JPY","5013265400","4868908330","6/30/2017","TsuruhaTH","","","","","","","","","","","No","No","No","No","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"4317","","Winery Exchange","No commitment, has exposure","","Philip","","6/21/2017","12 Month","6/21/2018","","","W X Bottling","W X Bottling","","www.wxbrands.com","","United States","Private","Private","Alcoholic Beverages/Drinks","Consumer Goods","No","","No","","","","","6/21/2017","","","","","","","","","","","","No","No","No","No","0","","0","0","","2/13/2019 5:22:08 PM","","",""
"4318","","Wing on Department Stores","No commitment, has exposure","","Philip","","9/4/2018","12 Month","6/21/2018","","","","","","www.wingonet.com","","Hong Kong","Publicly traded","Hong Kong: 0289","Mixed Retailing","Retail/Wholesale","","7750000000.0000","","1720000000.0000","HKD","996169500","221085360","6/21/2017","wingonhk","","","","","","","","","","","No","No","No","No","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"4319","","Winners Co","","","","","","-","","","","","","","www.winnerskorea.co.kr/","","Korea, Rep","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","0","","1/26/2019 2:14:52 AM","","",""
"4320","","WINSTRON CORPORATION","","","","","","-","","","","","","","WINSTRON CORPORATION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"4321","","Winterbotham Darby","","","","","","-","","","","","","","Winterbotham Darby","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"4322","","Wipasz","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:52 AM","","",""
"4323","","Wipro","No exposure","","Jonathan","","3/21/2016","-","","","","","","","www.wipro.com","","United States","Publicly traded","Bombay: 507685","Computer Services","Business/Consumer Services","","1350000000000.0000","","469550000000.0000","INR","20058300000","6976573900","3/21/2016","Wipro","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"4324","","WITRON","No exposure","","Jonathan","","3/21/2016","-","","","","","","","www.witron.de/en/home","","Germany","Private","Private","Business Support Services","Transportation/Logistics","","","","","","","","3/21/2016","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"4325","","Witt International","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:52 AM","","",""
"4326","","Witzmann M\FChle GmbH","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"4327","","WL Gore & Associates","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:52 AM","","",""
"4328","239","WM Morrison Supermarkets","Yes","yes","Jonathan","2016","3/30/2017","9 Month","12/30/2017","","","Morrison's","Morrison's","","www.morrisons.com","","United Kingdom","Publicly traded","UK: MRW","Food Retailers & Wholesalers","Retail/Wholesale","","5540000000.0000","","16320000000.0000","GBP","7979023780","23504994240","3/30/2017","","","","","","","","","","","","Yes","Yes","Yes","No","3","","11","6","","2/13/2019 5:22:08 PM","","",""
"4329","","Wojnar`s Wiener Leckerbissen Delikatessenerzeugung GmbH","","","","","","-","","","","","","","Wojnar`s Wiener Leckerbissen Delikatessenerzeugung GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"2944","","Orion","","","","","2/16/2016","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:46 AM","","",""
"2945","171","Orkla","yes","yes","Jonathan","2016","10/1/2018","9 Month","9/6/2017","","Dragsbaek, Rieber & Son Holland BV, Sonneveld","Abba, Adazu, AMA, Bakke Dal, Ballerina, Beauvais, Big One, Bixit, Cafe Bakeriet, Denja, Doc, Gjende, Goteborgs, Goteborgs Kex AB, Goteborgs Kex ABand Procordia Foods, Grandiosa, Idun, Kalev, Kalles, Ki Ms, Laban, Linco, Nidar Favoritter, Nugatti, Odemse, OLW, Orkla Confectionery & Snacks Sverige AB, Panda, Polly, Procordia Foods, Smash, Sonneveld, Stabburet, Stratos, Taffel, Tomi, Toro, Trondhjems, Truly Thai, Unirea, Vestlands, Vossafar","Abba,  Adazu,  AMA,  Bakke Dal,  Ballerina,  Beauvais,  Big One,  Bixit"," Cafe Bakeriet,  Denja,  Doc,  Gjende,  Goteborgs,  Goteborgs Kex AB,  Goteborgs Kex ABand Procordia Foods,  Grandiosa,  Idun,  Kalev,  Kalles,  Ki Ms,  Laban,  Linco,  Nidar Favoritter,  Nugatti,  Odemse,  OLW,  Orkla Confectionery & Snacks Sverige AB,  Panda,  Polly,  Procordia Foods,  Smash,  Sonneveld,  Stabburet,  Stratos,  Taffel,  Tomi,  Toro,  Trondhjems,  Truly Thai,  Unirea,  Vestlands,  Vossafar","www.orkla.com","","Norway","Publicly traded","NO: ORK","Food Products","Consumer Goods","","77130000000.0000","","32610000000.0000","NOK","9013257540","3810739380","12/6/2016","OrklaGroup","","","","","","","","","","","No","Yes","Yes","No","3","","11","5","","2/13/2019 5:22:08 PM","","",""
"2946","","Orora","","","Jonathan","","5/25/2017","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","1","1","","1/26/2019 2:14:46 AM","","",""
"2947","","Orsa Florestal","","","","","","-","","","","","","","","","BRAZIL","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2948","","Orsay","","","","","","-","","","","","","","www.orsay.com","","","","","Apparel Retailers","Apparel and Textile Goods","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3178","","PSH Lewiatan","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:46 AM","","",""
"3179","","PT Adimitra Lestari","","","","","","-","","","","","","","","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:46 AM","","",""
"3180","","PT Agro Bukit","No - profiled under parent","","Jonathan","","5/12/2017","12 Month","5/12/2018","Goodhope Asia Holdings, Carson Cumberbatch","","","","","","","Indonesia","Publicly traded","Subsidiary","Farming","Agriculture","Subsidiary","","","","","","","","","","","","","","","","","","","","","","","0","","0","0.5","","1/26/2019 2:14:46 AM","","",""
"3181","","PT Agro Indomas","","","","","","-","","","","","","","PT Agro Indomas","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3182","","PT Agro Jaya Perdana","","","","","","-","","","","","","","PT Agro Jaya Perdana","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3183","","PT Agro Wana Lestari","No - profiled under parent","","Jonathan","","5/12/2017","12 Month","5/12/2018","Goodhope Asia Holdings, Carson Cumberbatch","","","","","","","Indonesia","Publicly traded","Subsidiary","Farming","Agriculture","Subsidiary","","","","","","","","","","","","","","","","","","","","","","","0","","0","0.5","","1/26/2019 2:14:46 AM","","",""
"3184","","PT Agrowiratama","","","","","","-","","","","","","","PT Agrowiratama","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3185","","PT Ajinoriki","","","","","","-","","","","","","","PT Ajinoriki","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3186","","PT Bangun Sarana Wreksa","","","","","","-","","","","","","","","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3187","","PT Barumun Agro Sentosa","","","","","","-","","","","","","","PT. Barumun Agro Sentosa","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3188","","PT Berkat Sawit Sejati","","","","","","-","","","","","","","PT Berkat Sawit Sejati","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
